text,x_min,y_min,x_max,y_max,width,height,label,stem,x_norm,y_norm,x_center_norm,y_center_norm,width_norm,height_norm
"LOT 3, JALAN PELABUR 23/1,",169,86,438,108,269,22,B-ADDRESS,X51006557170,0.2894,0.0764,0.5197,0.0861,0.4606,0.0195
"40300 SHAH ALAM, SELANGOR.",151,110,452,133,301,23,I-ADDRESS,X51006557170,0.2586,0.0977,0.5163,0.1079,0.5154,0.0204
TEL: 03- 55423228,114,132,300,155,186,23,O,X51006557170,0.1952,0.1172,0.3545,0.1274,0.3185,0.0204
GST ID: 000381399040,185,156,428,178,243,22,O,X51006557170,0.3168,0.1385,0.5248,0.1483,0.4161,0.0195
TAX INVOICE / ADJUSTMENT NOTE,130,197,480,233,350,36,O,X51006557170,0.2226,0.175,0.5223,0.1909,0.5993,0.032
CASH INV NO.: 7029F711,239,254,506,290,267,36,O,X51006557170,0.4092,0.2256,0.6378,0.2416,0.4572,0.032
DATE: 29/10/2017,314,295,508,317,194,22,B-DATE,X51006557170,0.5377,0.262,0.7038,0.2718,0.3322,0.0195
MAKASSAR FRESH MARKET SDN BHD,17,325,368,359,351,34,O,X51006557170,0.0291,0.2886,0.3296,0.3037,0.601,0.0302
"GROUND FLOOR, NO. 4 & 6,",21,365,304,386,283,21,O,X51006557170,0.036,0.3242,0.2783,0.3335,0.4846,0.0187
"JALAN SS 15/4B,",20,389,199,410,179,21,O,X51006557170,0.0342,0.3455,0.1875,0.3548,0.3065,0.0187
"47500 SUBANG JAYA, SELANGOR",18,412,346,432,328,20,O,X51006557170,0.0308,0.3659,0.3116,0.3748,0.5616,0.0178
VE05: RIDZUAN (11900),22,431,267,452,245,21,O,X51006557170,0.0377,0.3828,0.2474,0.3921,0.4195,0.0187
DD: 29/10/2017,247,454,407,477,160,23,O,X51006557170,0.4229,0.4032,0.5599,0.4134,0.274,0.0204
DESCRIPTION,16,485,151,506,135,21,O,X51006557170,0.0274,0.4307,0.143,0.4401,0.2312,0.0187
U.P,169,485,209,505,40,20,O,X51006557170,0.2894,0.4307,0.3236,0.4396,0.0685,0.0178
ISS,218,484,255,504,37,20,O,X51006557170,0.3733,0.4298,0.405,0.4387,0.0634,0.0178
EXC,266,485,303,504,37,19,O,X51006557170,0.4555,0.4307,0.4872,0.4392,0.0634,0.0169
D,323,484,339,504,16,20,O,X51006557170,0.5531,0.4298,0.5668,0.4387,0.0274,0.0178
SALE,349,485,399,505,50,20,O,X51006557170,0.5976,0.4307,0.6404,0.4396,0.0856,0.0178
AMT(RM),416,485,503,506,87,21,O,X51006557170,0.7123,0.4307,0.7868,0.4401,0.149,0.0187
O.C. WHITE,15,522,137,542,122,20,O,X51006557170,0.0257,0.4636,0.1301,0.4725,0.2089,0.0178
2.13,157,522,208,542,51,20,O,X51006557170,0.2688,0.4636,0.3125,0.4725,0.0873,0.0178
9,241,522,256,541,15,19,O,X51006557170,0.4127,0.4636,0.4255,0.472,0.0257,0.0169
0,287,523,305,541,18,18,B-ADDRESS,X51006557170,0.4914,0.4645,0.5068,0.4725,0.0308,0.016
0,322,522,339,542,17,20,I-ADDRESS,X51006557170,0.5514,0.4636,0.5659,0.4725,0.0291,0.0178
9,383,523,397,541,14,18,O,X51006557170,0.6558,0.4645,0.6678,0.4725,0.024,0.016
19.17,442,522,505,543,63,21,O,X51006557170,0.7568,0.4636,0.8108,0.4729,0.1079,0.0187
WHOLEMEAL,15,547,125,566,110,19,O,X51006557170,0.0257,0.4858,0.1199,0.4942,0.1884,0.0169
2.78,157,546,207,565,50,19,O,X51006557170,0.2688,0.4849,0.3116,0.4933,0.0856,0.0169
8,241,546,257,564,16,18,O,X51006557170,0.4127,0.4849,0.4264,0.4929,0.0274,0.016
2,287,545,302,565,15,20,B-ADDRESS,X51006557170,0.4914,0.484,0.5043,0.4929,0.0257,0.0178
0,325,547,338,565,13,18,I-ADDRESS,X51006557170,0.5565,0.4858,0.5676,0.4938,0.0223,0.016
6,382,546,398,564,16,18,O,X51006557170,0.6541,0.4849,0.6678,0.4929,0.0274,0.016
16.68,442,546,504,565,62,19,O,X51006557170,0.7568,0.4849,0.8099,0.4933,0.1062,0.0169
O.C JUMBO,15,568,127,589,112,21,O,X51006557170,0.0257,0.5044,0.1216,0.5138,0.1918,0.0187
2.97,158,568,210,589,52,21,O,X51006557170,0.2705,0.5044,0.3151,0.5138,0.089,0.0187
3,241,569,256,588,15,19,B-ADDRESS,X51006557170,0.4127,0.5053,0.4255,0.5138,0.0257,0.0169
0,288,568,302,589,14,21,I-ADDRESS,X51006557170,0.4932,0.5044,0.5051,0.5138,0.024,0.0187
0,322,569,338,589,16,20,I-ADDRESS,X51006557170,0.5514,0.5053,0.5651,0.5142,0.0274,0.0178
3,383,568,397,588,14,20,I-ADDRESS,X51006557170,0.6558,0.5044,0.6678,0.5133,0.024,0.0178
8.91,453,569,505,588,52,19,O,X51006557170,0.7757,0.5053,0.8202,0.5138,0.089,0.0169
TOTAL 0% SUPPLIES:,180,598,394,641,214,43,O,X51006557170,0.3082,0.5311,0.4914,0.5502,0.3664,0.0382
44.76,441,597,507,635,66,38,O,X51006557170,0.7551,0.5302,0.8116,0.5471,0.113,0.0337
TWIG-CHOC,14,647,127,669,113,22,O,X51006557170,0.024,0.5746,0.1207,0.5844,0.1935,0.0195
1.33,159,648,208,669,49,21,O,X51006557170,0.2723,0.5755,0.3142,0.5848,0.0839,0.0187
10,231,649,257,668,26,19,O,X51006557170,0.3955,0.5764,0.4178,0.5848,0.0445,0.0169
0,287,650,305,668,18,18,B-ADDRESS,X51006557170,0.4914,0.5773,0.5068,0.5853,0.0308,0.016
0,322,648,338,668,16,20,I-ADDRESS,X51006557170,0.5514,0.5755,0.5651,0.5844,0.0274,0.0178
10,372,648,398,668,26,20,O,X51006557170,0.637,0.5755,0.6592,0.5844,0.0445,0.0178
13.30,441,648,504,667,63,19,O,X51006557170,0.7551,0.5755,0.8091,0.5839,0.1079,0.0169
TOTAL 6% SUPPLIES (EXCL. GST):,35,680,394,720,359,40,O,X51006557170,0.0599,0.6039,0.3673,0.6217,0.6147,0.0355
13.30,442,681,504,716,62,35,O,X51006557170,0.7568,0.6048,0.8099,0.6203,0.1062,0.0311
GST:,344,729,395,763,51,34,O,X51006557170,0.589,0.6474,0.6327,0.6625,0.0873,0.0302
0.80,451,728,505,762,54,34,O,X51006557170,0.7723,0.6465,0.8185,0.6616,0.0925,0.0302
TOTAL 6% SUPPLIES (INC. GST):,51,777,395,820,344,43,O,X51006557170,0.0873,0.6901,0.3818,0.7091,0.589,0.0382
14.10,440,780,504,814,64,34,O,X51006557170,0.7534,0.6927,0.8082,0.7078,0.1096,0.0302
TOTAL 0% SUPPLIES:,177,824,400,867,223,43,O,X51006557170,0.3031,0.7318,0.494,0.7509,0.3818,0.0382
44.76,438,827,503,859,65,32,O,X51006557170,0.75,0.7345,0.8057,0.7487,0.1113,0.0284
TOTAL PAYABLE:,228,872,396,918,168,46,O,X51006557170,0.3904,0.7744,0.5342,0.7948,0.2877,0.0409
58.86,440,876,504,909,64,33,B-TOTAL,X51006557170,0.7534,0.778,0.8082,0.7926,0.1096,0.0293
E.,20,935,43,958,23,23,O,X51006557170,0.0342,0.8304,0.0539,0.8406,0.0394,0.0204
RECEIVED ABOVE GOODS IN GOOD ORDER CONDITION.,21,961,551,984,530,23,O,X51006557170,0.036,0.8535,0.4897,0.8637,0.9075,0.0204
THE RECIPIENT OF GARDENIA'S PRODUCTS IS,20,985,484,1006,464,21,O,X51006557170,0.0342,0.8748,0.4315,0.8841,0.7945,0.0187
REQUIRED TO MAKE NECESSARY ADJUSTMENTS TO ITS,21,1009,554,1030,533,21,O,X51006557170,0.036,0.8961,0.4923,0.9054,0.9127,0.0187
"INPUT TAX CLAIMS, ON THE BASIC OF THE",19,1032,460,1055,441,23,O,X51006557170,0.0325,0.9165,0.4101,0.9267,0.7551,0.0204
ADJUSTMENTS SHOWN IN THIS TAX INVOICE /,17,1056,486,1079,469,23,O,X51006557170,0.0291,0.9378,0.4307,0.948,0.8031,0.0204
ADJUSTMENT NOTE,20,1080,202,1100,182,20,O,X51006557170,0.0342,0.9591,0.1901,0.968,0.3116,0.0178
CUSTOMER'S COPY,182,1105,423,1126,241,21,O,X51006557170,0.3116,0.9813,0.518,0.9907,0.4127,0.0187
FAX:03- 55423213,313,132,498,153,185,21,O,X51006557170,0.536,0.1172,0.6943,0.1266,0.3168,0.0187
11:39,428,454,487,477,59,23,O,X51006557170,0.7329,0.4032,0.7834,0.4134,0.101,0.0204
VI,19,291,49,315,30,24,O,X51006557170,0.0325,0.2584,0.0582,0.2691,0.0514,0.0213
GARDENIA BAKERIES (KL) SDN BHD (139386 X),15,63,571,88,556,25,B-COMPANY,X51006557178,0.0263,0.0554,0.5131,0.0664,0.9737,0.022
"LOT 3, JALAN PELABUR 23/1,",157,86,425,111,268,25,B-ADDRESS,X51006557178,0.275,0.0756,0.5096,0.0866,0.4694,0.022
"40300 SHAH ALAM, SELANGOR.",140,111,438,136,298,25,I-ADDRESS,X51006557178,0.2452,0.0976,0.5061,0.1086,0.5219,0.022
TEL: 03- 55423228,102,132,287,155,185,23,O,X51006557178,0.1786,0.1161,0.3406,0.1262,0.324,0.0202
GST ID: 000381399040,171,156,413,179,242,23,O,X51006557178,0.2995,0.1372,0.5114,0.1473,0.4238,0.0202
TAX INVOICE / ADJUSTMENT NOTE,119,197,465,234,346,37,O,X51006557178,0.2084,0.1733,0.5114,0.1895,0.606,0.0325
CASH INV NO.: 7025F713,224,257,491,293,267,36,O,X51006557178,0.3923,0.226,0.6261,0.2419,0.4676,0.0317
VE0514,5,295,92,318,87,23,O,X51006557178,0.0088,0.2595,0.0849,0.2696,0.1524,0.0202
DATE: 25/10/2017,301,297,495,320,194,23,B-DATE,X51006557178,0.5271,0.2612,0.697,0.2713,0.3398,0.0202
MAKASSAR FRESH MARKET SDN BHD,4,327,356,362,352,35,O,X51006557178,0.007,0.2876,0.3152,0.303,0.6165,0.0308
"GROUND FLOOR, NO. 4 & 6,",7,368,291,391,284,23,O,X51006557178,0.0123,0.3237,0.2609,0.3338,0.4974,0.0202
"JALAN SS 15/4B,",8,391,192,413,184,22,O,X51006557178,0.014,0.3439,0.1751,0.3536,0.3222,0.0193
"47500 SUBANG JAYA, SELANGOR",7,415,332,436,325,21,O,X51006557178,0.0123,0.365,0.2968,0.3742,0.5692,0.0185
VE05: RIDZUAN (11900),7,435,254,458,247,23,O,X51006557178,0.0123,0.3826,0.2285,0.3927,0.4326,0.0202
DD: 25/10/2017,234,457,393,480,159,23,O,X51006557178,0.4098,0.4019,0.549,0.412,0.2785,0.0202
DESCRIPTION,4,491,138,510,134,19,O,X51006557178,0.007,0.4318,0.1243,0.4402,0.2347,0.0167
U.P,157,489,196,507,39,18,O,X51006557178,0.275,0.4301,0.3091,0.438,0.0683,0.0158
ISS,207,489,244,508,37,19,O,X51006557178,0.3625,0.4301,0.3949,0.4384,0.0648,0.0167
EXC,253,489,290,508,37,19,O,X51006557178,0.4431,0.4301,0.4755,0.4384,0.0648,0.0167
D,311,489,326,507,15,18,O,X51006557178,0.5447,0.4301,0.5578,0.438,0.0263,0.0158
SALE,336,488,385,508,49,20,O,X51006557178,0.5884,0.4292,0.6313,0.438,0.0858,0.0176
AMT(RM),405,488,490,508,85,20,O,X51006557178,0.7093,0.4292,0.7837,0.438,0.1489,0.0176
O.C. WHITE,6,527,125,547,119,20,O,X51006557178,0.0105,0.4635,0.1147,0.4723,0.2084,0.0176
2.13,146,528,196,547,50,19,O,X51006557178,0.2557,0.4644,0.2995,0.4727,0.0876,0.0167
3,229,526,243,546,14,20,B-ADDRESS,X51006557178,0.4011,0.4626,0.4133,0.4714,0.0245,0.0176
0,275,526,291,545,16,19,I-ADDRESS,X51006557178,0.4816,0.4626,0.4956,0.471,0.028,0.0167
0,311,527,327,545,16,18,I-ADDRESS,X51006557178,0.5447,0.4635,0.5587,0.4714,0.028,0.0158
3,371,526,385,546,14,20,I-ADDRESS,X51006557178,0.6497,0.4626,0.662,0.4714,0.0245,0.0176
6.39,441,526,491,545,50,19,O,X51006557178,0.7723,0.4626,0.8161,0.471,0.0876,0.0167
WHOLEMEAL,3,549,111,570,108,21,O,X51006557178,0.0053,0.4828,0.0998,0.4921,0.1891,0.0185
2.78,146,551,196,569,50,18,O,X51006557178,0.2557,0.4846,0.2995,0.4925,0.0876,0.0158
3,228,550,242,570,14,20,B-ADDRESS,X51006557178,0.3993,0.4837,0.4116,0.4925,0.0245,0.0176
0,276,549,292,568,16,19,I-ADDRESS,X51006557178,0.4834,0.4828,0.4974,0.4912,0.028,0.0167
0,311,550,327,568,16,18,I-ADDRESS,X51006557178,0.5447,0.4837,0.5587,0.4916,0.028,0.0158
3,371,549,385,569,14,20,I-ADDRESS,X51006557178,0.6497,0.4828,0.662,0.4916,0.0245,0.0176
8.34,440,549,492,567,52,18,O,X51006557178,0.7706,0.4828,0.8161,0.4908,0.0911,0.0158
O.C JUMBO,3,572,116,594,113,22,O,X51006557178,0.0053,0.5031,0.1042,0.5128,0.1979,0.0193
2.97,145,572,197,593,52,21,O,X51006557178,0.2539,0.5031,0.2995,0.5123,0.0911,0.0185
4,228,575,244,591,16,16,B-ADDRESS,X51006557178,0.3993,0.5057,0.4133,0.5128,0.028,0.0141
0,275,573,291,591,16,18,I-ADDRESS,X51006557178,0.4816,0.504,0.4956,0.5119,0.028,0.0158
0,311,573,327,592,16,19,I-ADDRESS,X51006557178,0.5447,0.504,0.5587,0.5123,0.028,0.0167
4,371,573,385,590,14,17,I-ADDRESS,X51006557178,0.6497,0.504,0.662,0.5114,0.0245,0.015
11.88,431,573,492,590,61,17,O,X51006557178,0.7548,0.504,0.8082,0.5114,0.1068,0.015
TOTAL 0% SUPPLIES:,168,603,388,645,220,42,O,X51006557178,0.2942,0.5303,0.4869,0.5488,0.3853,0.0369
26.61,428,604,494,638,66,34,O,X51006557178,0.7496,0.5312,0.8074,0.5462,0.1156,0.0299
CR-CHOCLT,6,654,118,674,112,20,O,X51006557178,0.0105,0.5752,0.1086,0.584,0.1961,0.0176
0.72,145,653,201,673,56,20,O,X51006557178,0.2539,0.5743,0.303,0.5831,0.0981,0.0176
20,218,655,246,673,28,18,O,X51006557178,0.3818,0.5761,0.4063,0.584,0.049,0.0158
9,277,654,293,672,16,18,O,X51006557178,0.4851,0.5752,0.4991,0.5831,0.028,0.0158
0,312,654,328,672,16,18,B-ADDRESS,X51006557178,0.5464,0.5752,0.5604,0.5831,0.028,0.0158
11,362,654,387,672,25,18,O,X51006557178,0.634,0.5752,0.6559,0.5831,0.0438,0.0158
7.92,441,652,491,672,50,20,O,X51006557178,0.7723,0.5734,0.8161,0.5822,0.0876,0.0176
TOTAL 6% SUPPLIES (EXCL. GST):,27,685,385,728,358,43,O,X51006557178,0.0473,0.6025,0.3608,0.6214,0.627,0.0378
7.92,443,684,494,721,51,37,O,X51006557178,0.7758,0.6016,0.8205,0.6179,0.0893,0.0325
GST:,337,734,385,767,48,33,O,X51006557178,0.5902,0.6456,0.6322,0.6601,0.0841,0.029
0.48,441,733,493,766,52,33,O,X51006557178,0.7723,0.6447,0.8179,0.6592,0.0911,0.029
TOTAL 6% SUPPLIES (INC. GST):,40,784,384,825,344,41,O,X51006557178,0.0701,0.6895,0.3713,0.7076,0.6025,0.0361
8.40,442,785,495,818,53,33,O,X51006557178,0.7741,0.6904,0.8205,0.7049,0.0928,0.029
TOTAL 0% SUPPLIES:,168,831,386,872,218,41,O,X51006557178,0.2942,0.7309,0.4851,0.7489,0.3818,0.0361
26.61,431,828,495,865,64,37,O,X51006557178,0.7548,0.7282,0.8109,0.7445,0.1121,0.0325
TOTAL PAYABLE:,219,880,385,923,166,43,O,X51006557178,0.3835,0.774,0.5289,0.7929,0.2907,0.0378
35.01,431,881,496,914,65,33,B-TOTAL,X51006557178,0.7548,0.7748,0.8117,0.7894,0.1138,0.029
E.&.0.E.,14,946,107,967,93,21,O,X51006557178,0.0245,0.832,0.106,0.8412,0.1629,0.0185
RECEIVED ABOVE GOODS IN GOOD ORDER CONDITION.,14,968,546,991,532,23,O,X51006557178,0.0245,0.8514,0.4904,0.8615,0.9317,0.0202
THE RECIPIENT OF GARDENIA'S PRODUCTS IS,13,992,479,1016,466,24,O,X51006557178,0.0228,0.8725,0.4308,0.883,0.8161,0.0211
REQUIRED TO MAKE NECESSARY ADJUSTMENTS TO ITS,14,1017,549,1039,535,22,O,X51006557178,0.0245,0.8945,0.493,0.9041,0.937,0.0193
"INPUT TAX CLAIMS, ON THE BASIC OF THE",15,1040,452,1064,437,24,O,X51006557178,0.0263,0.9147,0.4089,0.9252,0.7653,0.0211
ADJUSTMENTS SHOWN IN THIS TAX INVOICE /,13,1064,476,1088,463,24,O,X51006557178,0.0228,0.9358,0.4282,0.9464,0.8109,0.0211
ADJUSTMENT NOTE,11,1089,200,1111,189,22,O,X51006557178,0.0193,0.9578,0.1848,0.9675,0.331,0.0193
CUSTOMER'S COPY,175,1111,422,1137,247,26,O,X51006557178,0.3065,0.9771,0.5228,0.9886,0.4326,0.0229
FAX:03- 55423213,301,135,484,157,183,22,O,X51006557178,0.5271,0.1187,0.6874,0.1284,0.3205,0.0193
11:43,417,459,473,479,56,20,O,X51006557178,0.7303,0.4037,0.7793,0.4125,0.0981,0.0176
GARDENIA BAKERIES (KL) SDN BHD (139386 X),36,61,592,86,556,25,B-COMPANY,X51006557179,0.0608,0.0538,0.5304,0.0649,0.9392,0.0221
"LOT 3, JALAN PELABUR 23/1,",172,86,446,109,274,23,B-ADDRESS,X51006557179,0.2905,0.0759,0.522,0.0861,0.4628,0.0203
"40300 SHAH ALAM, SELANGOR.",161,109,457,134,296,25,I-ADDRESS,X51006557179,0.272,0.0962,0.522,0.1072,0.5,0.0221
TEL: 03- 55423228,121,130,307,154,186,24,O,X51006557179,0.2044,0.1147,0.3615,0.1253,0.3142,0.0212
GST ID: 000381399040,192,154,434,177,242,23,O,X51006557179,0.3243,0.1359,0.5287,0.1461,0.4088,0.0203
TAX INVOICE / ADJUSTMENT NOTE,141,197,484,232,343,35,O,X51006557179,0.2382,0.1739,0.5279,0.1893,0.5794,0.0309
CASH INV NO.: 7022F710,246,255,512,291,266,36,O,X51006557179,0.4155,0.2251,0.6402,0.241,0.4493,0.0318
VE0514,27,292,112,315,85,23,O,X51006557179,0.0456,0.2577,0.1174,0.2679,0.1436,0.0203
DATE: 22/10/2017,321,295,518,318,197,23,B-DATE,X51006557179,0.5422,0.2604,0.7086,0.2705,0.3328,0.0203
MAKASSAR FRESH MARKET SDN BHD,28,324,373,357,345,33,O,X51006557179,0.0473,0.286,0.3387,0.3005,0.5828,0.0291
"GROUND FLOOR, NO. 4 & 6,",28,365,312,388,284,23,O,X51006557179,0.0473,0.3222,0.2872,0.3323,0.4797,0.0203
"JALAN SS 15/4B,",28,389,205,412,177,23,O,X51006557179,0.0473,0.3433,0.1968,0.3535,0.299,0.0203
"47500 SUBANG JAYA, SELANGOR",26,412,348,432,322,20,O,X51006557179,0.0439,0.3636,0.3159,0.3725,0.5439,0.0177
VE05: RIDZUAN (11900),27,433,271,457,244,24,O,X51006557179,0.0456,0.3822,0.2517,0.3928,0.4122,0.0212
DD: 22/10/2017,253,456,414,479,161,23,O,X51006557179,0.4274,0.4025,0.5633,0.4126,0.272,0.0203
DESCRIPTION,22,486,156,506,134,20,O,X51006557179,0.0372,0.4289,0.1503,0.4378,0.2264,0.0177
U.P,176,487,215,505,39,18,O,X51006557179,0.2973,0.4298,0.3302,0.4378,0.0659,0.0159
ISS,224,486,262,504,38,18,O,X51006557179,0.3784,0.4289,0.4105,0.4369,0.0642,0.0159
EXC,272,486,311,505,39,19,O,X51006557179,0.4595,0.4289,0.4924,0.4373,0.0659,0.0168
D,329,487,346,505,17,18,O,X51006557179,0.5557,0.4298,0.5701,0.4378,0.0287,0.0159
SALE,355,485,405,505,50,20,O,X51006557179,0.5997,0.4281,0.6419,0.4369,0.0845,0.0177
AMT(RM),423,487,509,508,86,21,O,X51006557179,0.7145,0.4298,0.7872,0.4391,0.1453,0.0185
O.C. WHITE,23,521,145,543,122,22,O,X51006557179,0.0389,0.4598,0.1419,0.4695,0.2061,0.0194
2.13,165,522,215,543,50,21,O,X51006557179,0.2787,0.4607,0.3209,0.47,0.0845,0.0185
3,248,522,262,542,14,20,B-ADDRESS,X51006557179,0.4189,0.4607,0.4307,0.4695,0.0236,0.0177
0,294,522,309,541,15,19,I-ADDRESS,X51006557179,0.4966,0.4607,0.5093,0.4691,0.0253,0.0168
0,329,522,345,542,16,20,I-ADDRESS,X51006557179,0.5557,0.4607,0.5693,0.4695,0.027,0.0177
3,390,523,402,542,12,19,I-ADDRESS,X51006557179,0.6588,0.4616,0.6689,0.47,0.0203,0.0168
6.39,460,524,510,542,50,18,O,X51006557179,0.777,0.4625,0.8193,0.4704,0.0845,0.0159
WHOLEMEAL,22,545,140,566,118,21,O,X51006557179,0.0372,0.481,0.1368,0.4903,0.1993,0.0185
2.78,164,546,215,566,51,20,O,X51006557179,0.277,0.4819,0.3201,0.4907,0.0861,0.0177
3,247,546,262,566,15,20,B-ADDRESS,X51006557179,0.4172,0.4819,0.4299,0.4907,0.0253,0.0177
1,295,546,310,565,15,19,I-ADDRESS,X51006557179,0.4983,0.4819,0.511,0.4903,0.0253,0.0168
0,329,546,345,565,16,19,I-ADDRESS,X51006557179,0.5557,0.4819,0.5693,0.4903,0.027,0.0168
2,388,547,404,565,16,18,I-ADDRESS,X51006557179,0.6554,0.4828,0.6689,0.4907,0.027,0.0159
5.56,459,546,511,566,52,20,O,X51006557179,0.7753,0.4819,0.8193,0.4907,0.0878,0.0177
O.C JUMBO,22,570,132,589,110,19,O,X51006557179,0.0372,0.5031,0.1301,0.5115,0.1858,0.0168
2.97,164,569,215,590,51,21,O,X51006557179,0.277,0.5022,0.3201,0.5115,0.0861,0.0185
3,247,570,261,589,14,19,B-ADDRESS,X51006557179,0.4172,0.5031,0.4291,0.5115,0.0236,0.0168
5,295,569,309,589,14,20,O,X51006557179,0.4983,0.5022,0.5101,0.511,0.0236,0.0177
0,330,570,345,589,15,19,B-ADDRESS,X51006557179,0.5574,0.5031,0.5701,0.5115,0.0253,0.0168
-2,377,570,404,588,27,18,O,X51006557179,0.6368,0.5031,0.6596,0.511,0.0456,0.0159
-5.94,447,570,509,590,62,20,O,X51006557179,0.7551,0.5031,0.8074,0.5119,0.1047,0.0177
TOTAL 0% SUPPLIES:,188,601,402,643,214,42,O,X51006557179,0.3176,0.5305,0.4983,0.549,0.3615,0.0371
6.01,458,604,512,637,54,33,O,X51006557179,0.7736,0.5331,0.8193,0.5477,0.0912,0.0291
TWIG-CHOC,21,650,134,672,113,22,O,X51006557179,0.0355,0.5737,0.1309,0.5834,0.1909,0.0194
1.33,165,652,214,673,49,21,O,X51006557179,0.2787,0.5755,0.3201,0.5847,0.0828,0.0185
20,235,651,262,671,27,20,O,X51006557179,0.397,0.5746,0.4198,0.5834,0.0456,0.0177
0,293,652,310,671,17,19,B-ADDRESS,X51006557179,0.4949,0.5755,0.5093,0.5838,0.0287,0.0168
0,330,652,345,671,15,19,I-ADDRESS,X51006557179,0.5574,0.5755,0.5701,0.5838,0.0253,0.0168
20,378,652,405,670,27,18,O,X51006557179,0.6385,0.5755,0.6613,0.5834,0.0456,0.0159
26.60,447,651,510,671,63,20,O,X51006557179,0.7551,0.5746,0.8083,0.5834,0.1064,0.0177
TOTAL 6% SUPPLIES (EXCL. GST):,44,682,404,724,360,42,O,X51006557179,0.0743,0.6019,0.3784,0.6205,0.6081,0.0371
26.60,447,685,511,720,64,35,O,X51006557179,0.7551,0.6046,0.8091,0.62,0.1081,0.0309
GST:,353,731,400,765,47,34,O,X51006557179,0.5963,0.6452,0.636,0.6602,0.0794,0.03
1.60,458,731,512,765,54,34,O,X51006557179,0.7736,0.6452,0.8193,0.6602,0.0912,0.03
TOTAL 6% SUPPLIES (INC. GST):,56,779,401,822,345,43,O,X51006557179,0.0946,0.6876,0.386,0.7065,0.5828,0.038
28.20,446,782,512,816,66,34,O,X51006557179,0.7534,0.6902,0.8091,0.7052,0.1115,0.03
TOTAL 0% SUPPLIES:,187,828,407,870,220,42,O,X51006557179,0.3159,0.7308,0.5017,0.7493,0.3716,0.0371
6.01,459,830,511,864,52,34,O,X51006557179,0.7753,0.7326,0.8193,0.7476,0.0878,0.03
TOTAL PAYABLE:,234,877,401,919,167,42,O,X51006557179,0.3953,0.7741,0.5363,0.7926,0.2821,0.0371
34.21,445,879,512,916,67,37,B-TOTAL,X51006557179,0.7517,0.7758,0.8083,0.7921,0.1132,0.0327
E.&.0.E.,26,942,120,963,94,21,O,X51006557179,0.0439,0.8314,0.1233,0.8407,0.1588,0.0185
RECEIVED ABOVE GOODS IN GOOD ORDER CONDITION.,25,965,559,989,534,24,O,X51006557179,0.0422,0.8517,0.4932,0.8623,0.902,0.0212
THE RECIPIENT OF GARDENIA'S PRODUCTS IS,26,989,489,1011,463,22,O,X51006557179,0.0439,0.8729,0.435,0.8826,0.7821,0.0194
REQUIRED TO MAKE NECESSARY ADJUSTMENTS TO ITS,28,1013,563,1035,535,22,O,X51006557179,0.0473,0.8941,0.4992,0.9038,0.9037,0.0194
"INPUT TAX CLAIMS, ON THE BASIC OF THE",26,1036,467,1058,441,22,O,X51006557179,0.0439,0.9144,0.4164,0.9241,0.7449,0.0194
ADJUSTMENTS SHOWN IN THIS TAX INVOICE /,25,1060,493,1082,468,22,O,X51006557179,0.0422,0.9356,0.4375,0.9453,0.7905,0.0194
ADJUSTMENT NOTE,26,1083,206,1105,180,22,O,X51006557179,0.0439,0.9559,0.1959,0.9656,0.3041,0.0194
CUSTOMER'S COPY,190,1111,436,1133,246,22,O,X51006557179,0.3209,0.9806,0.5287,0.9903,0.4155,0.0194
FAX:03- 55423213,321,133,505,154,184,21,O,X51006557179,0.5422,0.1174,0.6976,0.1267,0.3108,0.0185
11:44,436,458,493,479,57,21,O,X51006557179,0.7365,0.4042,0.7846,0.4135,0.0963,0.0185
GARDENIA BAKERIES (KL) SDN BHD (139386 X),44,110,599,132,555,22,B-COMPANY,X51006557184,0.0735,0.0935,0.5367,0.1028,0.9265,0.0187
"LOT 3, JALAN PELABUR 23/1,",180,132,455,155,275,23,B-ADDRESS,X51006557184,0.3005,0.1121,0.5301,0.1219,0.4591,0.0195
"40300 SHAH ALAM, SELANGOR.",167,156,467,179,300,23,I-ADDRESS,X51006557184,0.2788,0.1325,0.5292,0.1423,0.5008,0.0195
TEL: 03- 55423228,129,178,314,200,185,22,O,X51006557184,0.2154,0.1512,0.3698,0.1606,0.3088,0.0187
GST ID: 000381399040,200,202,442,222,242,20,O,X51006557184,0.3339,0.1716,0.5359,0.1801,0.404,0.017
TAX INVOICE / ADJUSTMENT NOTE,145,243,493,277,348,34,O,X51006557184,0.2421,0.2065,0.5326,0.2209,0.581,0.0289
CASH INV NO.: 7019F712,253,301,519,337,266,36,O,X51006557184,0.4224,0.2557,0.6444,0.271,0.4441,0.0306
VE0514,37,340,119,365,82,25,O,X51006557184,0.0618,0.2889,0.1302,0.2995,0.1369,0.0212
DATE: 19/10/2017,329,342,524,363,195,21,B-DATE,X51006557184,0.5492,0.2906,0.712,0.2995,0.3255,0.0178
MAKASSAR FRESH MARKET SDN BHD,33,373,385,405,352,32,O,X51006557184,0.0551,0.3169,0.3489,0.3305,0.5876,0.0272
"GROUND FLOOR, NO. 4 & 6,",34,412,320,434,286,22,O,X51006557184,0.0568,0.35,0.2955,0.3594,0.4775,0.0187
"JALAN SS 15/4B,",36,435,212,456,176,21,O,X51006557184,0.0601,0.3696,0.207,0.3785,0.2938,0.0178
